# Neptune DB: кватернион-разница резонанса между Морем и Луной
# index	amp_diff	tensor_flat
0	-0.000118	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000
1	-0.000025	0.540302	-0.841471	0.000000	0.841471	0.540302	0.000000	0.000000	0.000000	1.000000
2	-0.000211	-0.416147	-0.909297	0.000000	0.909297	-0.416147	0.000000	0.000000	0.000000	1.000000
3	0.000067	-0.989992	-0.141120	0.000000	0.141120	-0.989992	0.000000	0.000000	0.000000	1.000000
4	-0.000303	-0.653644	0.756802	0.000000	-0.756802	-0.653644	0.000000	0.000000	0.000000	1.000000
5	0.000159	0.283662	0.958924	0.000000	-0.958924	0.283662	0.000000	0.000000	0.000000	1.000000
6	-0.000393	0.960170	0.279415	0.000000	-0.279415	0.960170	0.000000	0.000000	0.000000	1.000000
7	0.000248	0.753902	-0.656987	0.000000	0.656987	0.753902	0.000000	0.000000	0.000000	1.000000
8	-0.000481	-0.145500	-0.989358	0.000000	0.989358	-0.145500	0.000000	0.000000	0.000000	1.000000
9	0.000334	-0.911130	-0.412118	0.000000	0.412118	-0.911130	0.000000	0.000000	0.000000	1.000000
10	-0.000566	-0.839072	0.544021	0.000000	-0.544021	-0.839072	0.000000	0.000000	0.000000	1.000000
11	0.000418	0.004426	0.999990	0.000000	-0.999990	0.004426	0.000000	0.000000	0.000000	1.000000
12	-0.000648	0.843854	0.536573	0.000000	-0.536573	0.843854	0.000000	0.000000	0.000000	1.000000
13	0.000497	0.907447	-0.420167	0.000000	0.420167	0.907447	0.000000	0.000000	0.000000	1.000000
14	-0.000725	0.136737	-0.990607	0.000000	0.990607	0.136737	0.000000	0.000000	0.000000	1.000000
15	0.000571	-0.759688	-0.650288	0.000000	0.650288	-0.759688	0.000000	0.000000	0.000000	1.000000
16	-0.000797	-0.957659	0.287903	0.000000	-0.287903	-0.957659	0.000000	0.000000	0.000000	1.000000
17	0.000641	-0.275163	0.961397	0.000000	-0.961397	-0.275163	0.000000	0.000000	0.000000	1.000000
18	-0.000863	0.660317	0.750987	0.000000	-0.750987	0.660317	0.000000	0.000000	0.000000	1.000000
19	0.000705	0.988705	-0.149877	0.000000	0.149877	0.988705	0.000000	0.000000	0.000000	1.000000
20	-0.000924	0.408082	-0.912945	0.000000	0.912945	0.408082	0.000000	0.000000	0.000000	1.000000
21	0.000762	-0.547729	-0.836656	0.000000	0.836656	-0.547729	0.000000	0.000000	0.000000	1.000000
22	-0.000978	-0.999961	0.008851	0.000000	-0.008851	-0.999961	0.000000	0.000000	0.000000	1.000000
23	0.000813	-0.532833	0.846220	0.000000	-0.846220	-0.532833	0.000000	0.000000	0.000000	1.000000
24	-0.001025	0.424179	0.905578	0.000000	-0.905578	0.424179	0.000000	0.000000	0.000000	1.000000
25	0.000856	0.991203	0.132352	0.000000	-0.132352	0.991203	0.000000	0.000000	0.000000	1.000000
26	-0.001065	0.646919	-0.762558	0.000000	0.762558	0.646919	0.000000	0.000000	0.000000	1.000000
27	0.000893	-0.292139	-0.956376	0.000000	0.956376	-0.292139	0.000000	0.000000	0.000000	1.000000
28	-0.001098	-0.962606	-0.270906	0.000000	0.270906	-0.962606	0.000000	0.000000	0.000000	1.000000
29	0.000921	-0.748058	0.663634	0.000000	-0.663634	-0.748058	0.000000	0.000000	0.000000	1.000000
30	-0.001122	0.154251	0.988032	0.000000	-0.988032	0.154251	0.000000	0.000000	0.000000	1.000000
31	0.000942	0.914742	0.404038	0.000000	-0.404038	0.914742	0.000000	0.000000	0.000000	1.000000
32	-0.001139	0.834223	-0.551427	0.000000	0.551427	0.834223	0.000000	0.000000	0.000000	1.000000
33	0.000954	-0.013277	-0.999912	0.000000	0.999912	-0.013277	0.000000	0.000000	0.000000	1.000000
34	-0.001147	-0.848570	-0.529083	0.000000	0.529083	-0.848570	0.000000	0.000000	0.000000	1.000000
35	0.000958	-0.903692	0.428183	0.000000	-0.428183	-0.903692	0.000000	0.000000	0.000000	1.000000
36	-0.001147	-0.127964	0.991779	0.000000	-0.991779	-0.127964	0.000000	0.000000	0.000000	1.000000
